"ファネル","承認元シート","No.","レビュー状態","行種別","フェーズ","シナリオ名","管理ID","対象・入口条件","配信タイミング","媒体","推奨形式","管理名称","件名","本文（全文・編集可）","CTA文言","CTA URL／変数","付与ラベル","解除ラベル","停止・除外条件","終了条件／次シナリオ","実装メモ","画像URL（YouTube原本）","画像プレビュー（セル内）","UTAGE挿入位置","画像内テキスト","使用指示・注意"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","11","レビュー中","アクション","セミナー","IG_12_セミナー申込ページクリック","ACT-SEM-PAGE","第1または第2日程の申込URL初回クリック・未申込","クリック直後","UTAGE","ラベル・シナリオ遷移","セミナー申込ページ離脱","","通常の未申込募集を即停止し、選んだ日程の申込完了催促だけへ移行。","","","seminar_page_clicked / seminar_page_clicked_unregistered / offer_seminar_active","","offer_vsl_active / seminar_main_registered / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","IG_13_セミナー申込ページクリック未申込","第1・第2日程の全CTAへ同一アクション。選択日程を保持。","","","","",""
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","12","レビュー中","アクション","面談","IG_26_面談ページクリック","ACT-RM-PAGE","VSL完了後のロードマップ作成会ページ初回クリック・未予約","クリック直後・ここを48時間開始時刻に保存","UTAGE","ラベル・シナリオ遷移","面談ページ離脱","","VSL完了シーケンス・VSL期限・オプチャを停止し、48時間の面談催促だけへ移行。","","","roadmap_page_clicked / roadmap_page_clicked_unbooked / offer_consult_48h_active","offer_vsl_active / vsl_main_offered / vsl_main_started / vsl_main_completed / openchat_invited","roadmap_booked / sales_in_progress / sales_next_meeting / meeting_completed / sales_won / sales_stop / offer_noshow_rebook_active","IG_27_面談ページクリック未予約","全ロードマップCTAへ同一アクション。初回クリック時刻＋48時間でフォームを厳密に閉鎖。再クリックで期限を延長しない。","","","","",""
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","13","レビュー中","アクション","面談無断欠席","IG_81_面談無断欠席","ACT-RM-NOSHOW","ロードマップ作成会の無断欠席を確認（事前キャンセル・日程変更は除く）","欠席確認直後","UTAGE","ラベル・シナリオ遷移","面談無断欠席","","YouTube同様、初回はroadmap_noshow_1、2回目以降はroadmap_noshow_2plus。再予約案内へ。","","","roadmap_noshow_1 または roadmap_noshow_2plus / offer_noshow_rebook_active","roadmap_booked / sales_in_progress / openchat_invited","再予約済／meeting_completed／成約／営業停止は除外","IG_81_面談無断欠席再予約","事前キャンセル・日程変更では欠席回数を増やさない。無断欠席3通の間はoffer_noshow_rebook_activeで他オファーを止める。","","","","",""
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","14","レビュー中","アクション","セミナー終了","IG_29_第2日程終了未申込","ACT-SEM2-END-NOREG","第2日程終了時点でセミナー未申込・面談未予約","第2日程の翌朝06:00","UTAGE","ラベル・シナリオ遷移","未申込→72時間VSL","","確認ボタンを挟まず、前回企画ダイジェストではない通常のVSL案内を自動開始。","","","seminar_main_unregistered_closed / vsl_main_offered / offer_vsl_active","offer_seminar_active / seminar_main_offered / seminar_page_clicked_unregistered","roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","IG_40_VSL_未開封","第1日程終了後は第2日程の募集を続け、第2日程終了後だけ実行。","","","","",""
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","15","レビュー中","アクション","見逃し","IG_39_参加者面談受付終了","ACT-POSTSEM-CONSULT-EXPIRE","セミナー申込済み・当日23:59時点で面談未予約","申込したセミナー開催翌日の23:59で締切、次の朝06:00に実行","UTAGE","ラベル・シナリオ遷移","面談未予約→72時間VSL","","参加者向けロードマップ作成会を締め切り、次の朝からVSLを自動開始。","","","vsl_main_offered / offer_vsl_active","offer_consult_day_active","roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","IG_40_VSL_未開封","確認ボタンは使わない。","","","","",""
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","16","レビュー中","アクション","面談未予約","IG_28_面談48時間受付終了","ACT-CONSULT-EXPIRE","面談ページクリックから48時間・未予約・面談未実施","クリックから厳密に48時間後","UTAGE","ラベル・シナリオ遷移","面談48時間終了→オプチャ","","48時間の面談催促を終了し、申込フォーム自体をクローズしてからオプチャへ移行する","","","roadmap_offer_expired","offer_consult_48h_active / roadmap_page_clicked_unbooked","roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","IG_90_オプチャ案内","ATT-C08〜10の残り9時間／3時間／1時間表記と同じ実締切を使用。48時間中はVSL期限・オプチャを完全停止。","","","","",""
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","17","レビュー中","アクション","最優先","IG_98_面談完了","ACT-MEETING-COMPLETE","実際に個別面談を実施した人","面談終了直後・担当者が手動更新","UTAGE","ラベル・シナリオ遷移","面談済み＝自動ファネルゴール","","面談を実施した時点で全自動オファーを停止する。以後のオプチャ案内は手動のみ。","","","meeting_completed","offer_seminar_active / offer_vsl_active / offer_consult_48h_active / offer_noshow_rebook_active / seminar_main_offered / vsl_main_offered / vsl_main_started / vsl_main_completed / roadmap_page_clicked_unbooked / openchat_invited","","自動ファネル終了","面談後にsales_won／sales_next_meeting／sales_no_next_meeting／sales_stopを手動更新。どの営業結果でも自動オプチャへは送らない。","","","","",""
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","18","レビュー中","アクション","終了","IG_91_オプチャリンククリック","ACT-OPENCHAT-CLICK","オプチャ参加リンクをクリック","クリック直後","UTAGE","ラベル・シナリオ遷移","オプチャ案内停止","","YouTube側と同様、リンククリック時点で残りの初回案内を停止する","","","openchat_link_clicked","openchat_invited","roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","IG_90_オプチャ案内を停止して終了","J01〜J02の全リンクへ同じクリックアクションを設定。実参加判定ではなくリンククリックを停止点にする。","","","","",""
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","19","レビュー中","アクション","面談無断欠席","IG_82_無断欠席再予約終了","ACT-NOSHOW-EXPIRE","無断欠席後3通終了・未再予約・面談未実施","NS-03配信後","UTAGE","ラベル・シナリオ遷移","無断欠席未再予約→オプチャ","","無断欠席後の再予約オファーを終了し、面談未実施者だけオプチャへ移行する","","","roadmap_noshow_rebook_expired","offer_noshow_rebook_active","roadmap_booked / sales_in_progress / sales_next_meeting / meeting_completed / sales_won / sales_stop","IG_90_オプチャ案内","YouTubeの無断欠席3通終了後の出口。事前キャンセル・日程変更はこのルートへ入れない。","","","","",""
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","20","レビュー中","メッセージ","入口・特典","IG_00_登録直後","IG-ENTRY-01","Instagram経由でLINE登録・未配布","登録直後","LINE","画像＋テキスト（特典リンク4件）（画像: 01_10大特典_受取ガイド.png）","IG-BEN-01","","【LINEメッセージ 1／text】
ご登録ありがとうございます！😊
こすもすです。

さっそく、公式LINE登録特典をお届けします🎁

━━━━━━━━━━
① AI海外起業ビジネスモデル10選
━━━━━━━━━━
海外で生まれているAIビジネスを、10個に厳選してまとめています。

▼こちらからご覧ください
https://utagesystem.s3.ap-northeast-1.amazonaws.com/GX6OYW2fVtRD/O7A5XYh2PyVYoV5DWPTqUYkYOSiAt8Z9kYkydMPm.pdf

━━━━━━━━━━
② Claude Code・Codexなど
環境セットアップ完全手順書
━━━━━━━━━━
AIを使ってホームページやツールを作るための準備を、初心者向けに解説しています。

▼こちらからご覧ください
https://utagesystem.s3.ap-northeast-1.amazonaws.com/GX6OYW2fVtRD/86Ln3pi7lvBUS3hi5m12ZvAI8UoMFEoXQLI00VIp.pdf

━━━━━━━━━━
③ これだけは知っておくべきコマンド5選
━━━━━━━━━━
AIを使ううえで、まず覚えておきたい基本コマンドをまとめています。

▼こちらからご覧ください
https://utagesystem.s3.ap-northeast-1.amazonaws.com/GX6OYW2fVtRD/YHSlEkeZB9T9gsqQGIPWmzvSq9m4QFLmnR8dtXFg.pdf

━━━━━━━━━━
④ 知っておくと差がつくSkills 10選
━━━━━━━━━━
AIに専門的な仕事を任せやすくする、便利なSkillsをまとめています。

▼こちらからご覧ください
https://utagesystem.s3.ap-northeast-1.amazonaws.com/GX6OYW2fVtRD/5bOaVbp2Mj7aqeVK3rQodv8Agq0D0j8nxLVup94C.pdf

まずは気になるものから、ぜひご活用ください☺️

先ほどお渡しした特典①〜④は、
こちらのメッセージからいつでも確認できます😊✨

「どれから見よう…」と迷ったら、
まずは1番気になるものを1つだけ開いて、
保存しておいてください👇🎁","特典1〜4をまとめて受け取る","[
  {
    ""url"": ""https://utagesystem.s3.ap-northeast-1.amazonaws.com/GX6OYW2fVtRD/O7A5XYh2PyVYoV5DWPTqUYkYOSiAt8Z9kYkydMPm.pdf"",
    ""action_id"": null,
    ""expiration_type"": ""none""
  },
  {
    ""url"": ""https://utagesystem.s3.ap-northeast-1.amazonaws.com/GX6OYW2fVtRD/86Ln3pi7lvBUS3hi5m12ZvAI8UoMFEoXQLI00VIp.pdf"",
    ""action_id"": null,
    ""expiration_type"": ""none""
  },
  {
    ""url"": ""https://utagesystem.s3.ap-northeast-1.amazonaws.com/GX6OYW2fVtRD/YHSlEkeZB9T9gsqQGIPWmzvSq9m4QFLmnR8dtXFg.pdf"",
    ""action_id"": null,
    ""expiration_type"": ""none""
  },
  {
    ""url"": ""https://utagesystem.s3.ap-northeast-1.amazonaws.com/GX6OYW2fVtRD/5bOaVbp2Mj7aqeVK3rQodv8Agq0D0j8nxLVup94C.pdf"",
    ""action_id"": null,
    ""expiration_type"": ""none""
  }
]","ig_benefit_1to4_delivered","","面談予約済／商談中／成約／営業停止は除外","IG_10_セミナー募集","吉本さん原案 ENT-01 の文章・絵文字を使用。配信時刻・分岐・変数は確定済みInstagram設計を優先。","https://drive.usercontent.google.com/download?id=1Nh4_vdd1fOpvrmIFTaxjUSrK2ADEIV-t&export=view&confirm=t","=IF(U32="""","""",IMAGE(U32))","本文内リンク","公式LINE登録で豪華10大特典（AI×ひとり起業完全版）","吉本さん原案 8a963208-e6c2-4363-8049-9099e2528212.png を原寸・無加工で使用。文章・絵文字・分岐・配信時刻は承認済み行を維持する。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","21","レビュー中","メッセージ","入口・特典","IG_10_セミナー募集","IG-SEM-01","特典①〜④配布済み・セミナー未申込","LINE登録から5分後","LINE","画像＋テキスト＋ボタン（画像: 02_第5特典_セミナー招待券.png）","IG-SEM-01","","【LINEメッセージ 1／text】
%line_name%さん、大変お待たせしました！😊🌟

登録特典の【特典⑤】として、
特別なオンラインセミナーの招待券をお届けします🎟️✨

毎月100名以上の方にご参加いただいている、AIとビジネスを繋げる時間となっております！
どうぞ楽しみにしていてください🌟

📢 セミナー：AIでひとり起業攻略法
📅 日程①：[第1日程]
📅 日程②：[第2日程]

ご都合の合う日程を選択してください👇","日程①に申し込む / 日程②に申し込む / どちらの日程も合わない","[第1日程申込URL｜ACT-SEM-PAGE] / [第2日程申込URL｜ACT-SEM-PAGE] / [ACT-NODATE-VSL]","seminar_main_offered / offer_seminar_active","","seminar_page_clicked_unregistered / seminar_main_registered / offer_vsl_active / offer_consult_48h_active / roadmap_booked / sales_in_progress / sales_next_meeting / meeting_completed / sales_won / sales_stop","日程①・②→選択日程の申込催促／日程不可→IG_40_VSL_未開封","吉本さん原案の本文・絵文字・画像を維持し、2日程と第3ボタンだけ追加。","https://drive.usercontent.google.com/download?id=1_VhKIcMLuby5D7FQQ7MLGTJcMseY4f7I&export=view&confirm=t","=IF(U33="""","""",IMAGE(U33))","本文→CTA","登録特典⑤・オンラインセミナー招待券／参加者へ特典⑥〜⑩","吉本さん原案 7d3a84d1-785a-4cbe-95c8-eec7c4f543d5.png を原寸・無加工で使用。文章・絵文字・分岐・配信時刻は承認済み行を維持する。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","22","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第1日程","LQpvKDFjDGsM","セミナー未申込・日程不可未選択・面談未予約","第1日程 14日前10:00（未経過時のみ）","LINE","テキスト","SEM-A01（開催14日前10:00）","","【LINEメッセージ 1／text】
特典①〜④をご覧になって、
「自分なら、何から始めればいいんだろう？🤔」
と感じた方へ。

先ほど、そのモヤモヤをすっきり解消する
【特典⑤：セミナー招待券】をお送りしました！🎟️🚀
質疑応答の時間もたくさんご用意しているので、まずは現状を変えるための一歩としてご参加していただければと思います☺️
ぜひチェックしてください✨","セミナー招待券を受け取る","[第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","https://drive.usercontent.google.com/download?id=1hDHYwE25L5n73r3M4u7dnhZP935HQ8-5&export=view&confirm=t","=IF(U34="""","""",IMAGE(U34))","本文直前（画像→本文→CTA）","AIでひとり起業攻略法とは何か／具体的な次の一歩","吉本さん原案 a61066b1-911e-4aa9-9dae-effb289e7601.png を原寸・無加工で使用。文章・絵文字・分岐・配信時刻は承認済み行を維持する。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","23","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第1日程","AqiRBjFsP3Kl","セミナー未申込・日程不可未選択・面談未予約","第1日程 12日前19:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A02（開催12日前19:00）","","【LINEメッセージ 1／text】
先ほどお送りした「セミナー招待状」は
確認できましたか？😊

残りの5大特典（⑥〜⑩）は、
特に有料級の内容となっているため、
セミナーの最後に【参加者限定】でお渡しします🎁

予定が合う方は、忘れないうちに
先に席だけ確保しておいてくださいね👇
[第1日程申込URL]","セミナーに申し込む","[第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","https://drive.usercontent.google.com/download?id=1N4ce4deT64SE9bn9-tsgLF3B-K6o4coO&export=view&confirm=t","=IF(U35="""","""",IMAGE(U35))","本文直前（画像→本文→CTA）","セミナー参加限定特典①〜⑤（豪華特典⑥〜⑩）","吉本さん原案 84dbdc97-a0b4-4788-9d9c-6d402e369798.png を原寸・無加工で使用。文章・絵文字・分岐・配信時刻は承認済み行を維持する。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","24","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第1日程","JHSy8ypSk7Oy","セミナー未申込・日程不可未選択・面談未予約","第1日程 10日前10:00（未経過時のみ）","LINE","画像＋テキスト＋ボタン（画像: 03_参加者限定_残り5特典.png）","SEM-A03（開催10日前10:00）","","【LINEメッセージ 1／text】
セミナーの最後にお渡しする
【限定特典⑥〜⑩】について少しご紹介します✨

内容は、【AIで動画制作法】や、【AIを使ったホームページ制作法】など、
セミナーの理解をさらに深めて「次の一歩」へすぐ踏み出せるような、
超・実践的なお役立ち資料にしています！💡

ぜひ楽しみにしていてくださいね😊
▼セミナーのお申し込みはこちら
[第1日程申込URL]","残り5特典を受け取るために参加する","[第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U03 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","25","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第1日程","pn1FoJ7Cr80a","セミナー未申込・日程不可未選択・面談未予約","第1日程 8日前19:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A04（開催8日前19:00）","","【LINEメッセージ 1／text】
今回のセミナーでは、単にAIの知識を
増やすだけではなく、以下の3点を
あなたのペースに合わせて整理していきます🌱✨

１．今のあなたに実践できること🚀
２．あなたの生活・仕事で「AIを活かせる場面」🤖
３．今日からスタートできる「最初の一歩」💪

▼お席の確保はこちらからどうぞ👇😊
[第1日程申込URL]","セミナー内容を確認する","[第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U17 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","26","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第1日程","IG-SEM-D7-10-NEW","セミナー未申込・日程不可未選択・面談未予約","第1日程 7日前10:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-D7-01（開催7日前10:00）","","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨


▼お席の確保はこちらからどうぞ👇😊
[第1日程申込URL]","セミナー内容を確認する","[第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U17 を基礎。本文・絵文字を優先し、開催1週間前の表記と分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","27","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第1日程","IG-SEM-D7-20-NEW","セミナー未申込・日程不可未選択・面談未予約","第1日程 7日前20:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-D7-02（開催7日前20:00）","","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨

セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。

まずは開催日時が合うかだけでも確認してみてくださいね👇😊
[第1日程申込URL]","日時を確認して申し込む","[第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U18 を基礎。本文・絵文字を優先し、開催1週間前の表記と分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","28","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第1日程","hwMrSLSGqmde","セミナー未申込・日程不可未選択・面談未予約","第1日程 6日前10:00（未経過時のみ）","LINE","画像＋テキスト＋ボタン（画像: 04_セミナーで学べること.png）","SEM-A05（開催6日前10:00）","","【LINEメッセージ 1／text】
今回のセミナーは、単に「AIの知識を増やす」
だけのものではありません💡

このセミナーで1番多い声は
「AIを学んだけど成果が出ない理由がすっきり解決した！」✨
「これまでYouTubeで学んできたけど、自分にあったAIの活かし方がようやくわかった！」💡
「今の私が次にやるべきアクションが明確になりました！」🚀

実はAIの知識だけ増やしても、ビジネスへの活かし方に繋がりません。
「AIを自分の仕事やキャリアにどう活かすか」
を整理し、聞いた後に【具体的に何をすればいいか】
まで、一緒に考えられる内容になっています！🚀

▼席の確保はこちらからどうぞ👇
[第1日程申込URL]","セミナー詳細を見る","[第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U04 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。"
"Instagram_10大特典","REVIEW_Instagram10大特典_20260810","29","レビュー中","メッセージ","セミナー募集","IG_10_セミナー募集_第1日程","UGcaRCoMFOxK","セミナー未申込・日程不可未選択・面談未予約","第1日程 5日前19:00（未経過時のみ）","LINE","画像＋テキスト＋ボタン（画像: 05_参加者写真_差替テンプレ.png）","SEM-A06（開催5日前19:00）","","【LINEメッセージ 1／text】
「AI初心者ですが、参加しても大丈夫ですか...？」
というご質問をよくいただきましたが、
全く問題ありませんのでご安心ください！😊

むしろAIは初心者だからこその着眼点がかなり重要なんです！
初心者だからこその、新しい発想や発見がある...!!😳

過去のセミナーの様子や、
参加者の方々のリアルな感想は、
こちらからご確認いただけます👇✨
https://seminar-voices.netlify.app/","内容を確認して申し込む","[第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U05 を基礎。文章・絵文字を優先し、配信時刻・分岐・変数だけ現行確定ルールへ合わせる。 実績・感想表現は公開前に根拠確認。"
