"ファネル","承認元シート","No.","レビュー状態","行種別","フェーズ","シナリオ名","管理ID","対象・入口条件","配信タイミング","媒体","推奨形式","管理名称","件名","本文（全文・編集可）","CTA文言","CTA URL／変数","付与ラベル","解除ラベル","停止・除外条件","終了条件／次シナリオ","実装メモ","画像URL（YouTube原本）","画像プレビュー（セル内）","UTAGE挿入位置","画像内テキスト","使用指示・注意"
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","11","","","","META_SEM_29_第2日程終了未申込","ACT-SEM2-END-NOREG","Meta第2日程終了時点でセミナー未申込・面談未予約","Meta第2日程の翌朝06:00","","","未申込→72時間VSL","","確認ボタンを挟まず通常のVSL案内を自動開始。","","","seminar_main_unregistered_closed / vsl_main_offered / offer_vsl_active","offer_seminar_active / seminar_main_offered / seminar_page_clicked_unregistered","roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","META_SEM_40_VSL_未開封","第1日程終了後は第2日程募集を続け、第2終了後だけ実行。","","","","",""
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","12","","","","META_SEM_39_参加者面談受付終了","ACT-POSTSEM-CONSULT-EXPIRE","セミナー申込済み・当日23:59時点で面談未予約","申込したセミナー開催翌日の23:59で締切、次の朝06:00に実行","","","面談未予約→72時間VSL","","参加者向けロードマップ作成会を締め切り、次の朝からVSLを自動開始。","","","vsl_main_offered / offer_vsl_active","offer_consult_day_active","roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","META_SEM_40_VSL_未開封","確認ボタンは使わない。","","","","",""
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","13","レビュー中","アクション","面談無断欠席","META_SEM_81_面談無断欠席","ACT-RM-NOSHOW","ロードマップ作成会の無断欠席を確認（事前キャンセル・日程変更は除く）","欠席確認直後","UTAGE","ラベル・シナリオ遷移","面談無断欠席","","YouTube同様、初回はroadmap_noshow_1、2回目以降はroadmap_noshow_2plus。再予約案内へ。","","","roadmap_noshow_1 または roadmap_noshow_2plus / offer_noshow_rebook_active","roadmap_booked / sales_in_progress / openchat_invited","再予約済／meeting_completed／成約／営業停止は除外","META_SEM_81_面談無断欠席再予約","事前キャンセル・日程変更では欠席回数を増やさない。無断欠席3通の間はoffer_noshow_rebook_activeで他オファーを止める。","","","","",""
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","14","レビュー中","アクション","面談無断欠席","META_SEM_82_無断欠席再予約終了","ACT-NOSHOW-EXPIRE","無断欠席後3通終了・未再予約・面談未実施","NS-03配信後","UTAGE","ラベル・シナリオ遷移","無断欠席未再予約→オプチャ","","無断欠席後の再予約オファーを終了し、面談未実施者だけオプチャへ移行する","","","roadmap_noshow_rebook_expired","offer_noshow_rebook_active","roadmap_booked / sales_in_progress / sales_next_meeting / meeting_completed / sales_won / sales_stop","META_SEM_90_オプチャ案内","YouTubeの無断欠席3通終了後の出口。事前キャンセル・日程変更はこのルートへ入れない。","","","","",""
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","15","レビュー中","メッセージ","セミナー募集","META_SEM_10_2日程提示","META-SEM-CHOICE","Meta広告登録・セミナー未申込","登録直後","LINE","text+3button","SEM-CHOICE","","【LINEメッセージ 1／text】
%line_name%さん、次回のZoomライブセミナーが決まりました。✨

「AIでひとり起業攻略法」
📅 日程①：[Meta第1日程]
📅 日程②：[Meta第2日程]

AIを触るだけで終わらず、自分に合う事業テーマを見つけ、商品・集客・販売へつなげる考え方をお伝えします。😊

ご都合の合う日程を選択してください👇","日程①に申し込む / 日程②に申し込む / どちらの日程も合わない","[Meta第1日程申込URL｜ACT-SEM-PAGE] / [Meta第2日程申込URL｜ACT-SEM-PAGE] / [ACT-NODATE-VSL]","seminar_main_offered / offer_seminar_active","","seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","選択日程の申込催促／日程不可→META_SEM_40_VSL_未開封","既存Meta原文・絵文字・画像を維持し、2日程と第3ボタンだけ追加。","","","","",""
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","16","レビュー中","メッセージ","セミナー募集","META_SEM_10_セミナー募集_第1日程","LQpvKDFjDGsM","セミナー未申込・日程不可未選択・面談未予約","Meta第1日程 14日前10:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A01（開催14日前10:00）","","【LINEメッセージ 1／text】
%line_name%さん、次回のZoomライブセミナーが決まりました。✨

「AIでひとり起業攻略法」
開催日時は申込ページでご確認ください

AIを触るだけで終わらず、自分に合う事業テーマを見つけ、商品・集客・販売へつなげる考え方をお伝えします。😊

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""Zoomライブ・最新日程は申込ページへ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""[Meta第1日程申込URL]"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","セミナーに申し込む","[Meta第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","https://drive.usercontent.google.com/download?id=13_uoqZJY14DwBZZe7mcFTkkE-umdd3AX&export=view&confirm=t","=IF(U28="""","""",IMAGE(U28))","本文直前（画像→本文→CTA）","セミナー3日程案内","保管のみ。画像内に「直近3日程から選べます」とあるため、今回の2日程運用ではUTAGE送信に使用しない。2日程版の承認画像が用意された場合のみ差し替える。原本自体は削除・加工しない。"
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","17","レビュー中","メッセージ","セミナー募集","META_SEM_10_セミナー募集_第1日程","AqiRBjFsP3Kl","セミナー未申込・日程不可未選択・面談未予約","Meta第1日程 12日前19:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A02（開催12日前19:00）","","【LINEメッセージ 1／text】
AIの情報は増えているのに、「自分は何をすればいいか」が決まらない。😌

そんな状態から抜け出したい方。こちらのセミナーにぜひお申し込みください👇

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""Zoomライブ・最新日程は申込ページへ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""[Meta第1日程申込URL]"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","セミナーに申し込む","[Meta第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","https://drive.usercontent.google.com/download?id=1TJcHlzjBljzex6UaexU-app0GpFuRI5K&export=view&confirm=t","=IF(U29="""","""",IMAGE(U29))","本文直前（画像→本文→CTA）","金子さん向けセミナー初期案内","吉本さんDrive原案 META_SEMINAR_16_金子さん_セミナー初期案内.png を原寸・無加工で使用。本文・絵文字・分岐・配信時刻は承認済み行を維持する。"
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","18","レビュー中","メッセージ","セミナー募集","META_SEM_10_セミナー募集_第1日程","JHSy8ypSk7Oy","セミナー未申込・日程不可未選択・面談未予約","Meta第1日程 10日前10:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A03（開催10日前10:00）","","【LINEメッセージ 1／text】
ひとり起業は、全部を一人で頑張ることではありません。😊

AIに任せる部分と、自分が判断する部分を分けることで、商品づくり・発信・販売を小さく回し始められます。AIでひとり起業攻略法 で具体的に解説します。📣

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""Zoomライブ・最新日程は申込ページへ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""[Meta第1日程申込URL]"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","セミナーに申し込む","[Meta第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","YouTube原文をそのまま使用。"
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","19","レビュー中","メッセージ","セミナー募集","META_SEM_10_セミナー募集_第1日程","pn1FoJ7Cr80a","セミナー未申込・日程不可未選択・面談未予約","Meta第1日程 8日前19:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A04（開催8日前19:00）","","【LINEメッセージ 1／text】
AI初心者大歓迎です。😊

まだ商品がない、強みが分からない、副業の方向性も決まっていない。そこからスタートしていきましょう。💡

開催日時は申込ページでご確認ください

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""Zoomライブ・最新日程は申込ページへ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""[Meta第1日程申込URL]"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","セミナーに申し込む","[Meta第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","https://drive.usercontent.google.com/download?id=1Hs1omPXAszBt_06r5nnIGFS8kHrRYtAW&export=view&confirm=t","=IF(U31="""","""",IMAGE(U31))","本文直前（画像→本文→CTA）","金子さん向けセミナー日程選択","吉本さんDrive原案 META_SEMINAR_17_金子さん_日程選択.png を原寸・無加工で使用。本文・絵文字・分岐・配信時刻は承認済み行を維持する。"
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","20","レビュー中","メッセージ","セミナー募集","META_SEM_10_セミナー募集_第1日程","META-SEM-D7-10-NEW","セミナー未申込・日程不可未選択・面談未予約","Meta第1日程 7日前10:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-D7-01（開催7日前10:00）","","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨

今回のセミナーでは、単にAIの知識を
増やすだけではなく、以下の3点を
あなたのペースに合わせて整理していきます🌱✨

１．今のあなたに実践できること🚀
２．あなたの生活・仕事で「AIを活かせる場面」🤖
３．今日からスタートできる「最初の一歩」💪

▼お席の確保はこちらからどうぞ👇😊
[Meta第1日程申込URL]","セミナー内容を確認する","[Meta第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U17 を基礎。本文・絵文字を優先し、開催1週間前の表記と分岐・変数だけ現行確定ルールへ合わせる。"
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","21","レビュー中","メッセージ","セミナー募集","META_SEM_10_セミナー募集_第1日程","META-SEM-D7-20-NEW","セミナー未申込・日程不可未選択・面談未予約","Meta第1日程 7日前20:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-D7-02（開催7日前20:00）","","【LINEメッセージ 1／text】
セミナー開催まで【あと1週間】です！🗓️✨

セミナーのお申し込みは、お名前と
メールアドレスを入力するだけで完了します📝✨

ご登録後、参加URLをLINEとメールの
両方へお送りします。
当日都合が悪くなりましたら、キャンセルの連絡をいただければ問題ございませんので、
まずは開催日時が合うかだけでも確認してみてくださいね👇😊
[Meta第1日程申込URL]","日時を確認して申し込む","[Meta第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","吉本さん原案 SEM-U18 を基礎。本文・絵文字を優先し、開催1週間前の表記と分岐・変数だけ現行確定ルールへ合わせる。"
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","22","レビュー中","メッセージ","セミナー募集","META_SEM_10_セミナー募集_第1日程","hwMrSLSGqmde","セミナー未申込・日程不可未選択・面談未予約","Meta第1日程 6日前10:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A05（開催6日前10:00）","","【LINEメッセージ 1／text】
AIツールの使い方だけ学んでも、AIで事業は構築できません。😌

今回のセミナーでは、AIで同事業を構築するかをお見せし、ストレスのない働き方を手に入れていただきます👇

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""Zoomライブ・最新日程は申込ページへ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""[Meta第1日程申込URL]"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","セミナーに申し込む","[Meta第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","https://drive.usercontent.google.com/download?id=1xxqJTBBM9ICNyq8QRZOEH_eKjlSqSCqR&export=view&confirm=t","=IF(U34="""","""",IMAGE(U34))","本文直前（画像→本文→CTA）","AIひとり起業セミナー訴求","吉本さんDrive原案 META_SEMINAR_02-ai-solo-business.png を原寸・無加工で使用。本文・絵文字・分岐・配信時刻は承認済み行を維持する。"
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","23","レビュー中","メッセージ","セミナー募集","META_SEM_10_セミナー募集_第1日程","UGcaRCoMFOxK","セミナー未申込・日程不可未選択・面談未予約","Meta第1日程 5日前19:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A06（開催5日前19:00）","","【LINEメッセージ 1／text】
今回は録画教材ではなく、Zoomライブで開催します。🎥

同じ内容でも、開催日に時間を取り、その場で自分の課題として考えると理解が変わります。参加できる方は今のうちに予定を確保してください。🔥

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""Zoomライブ・最新日程は申込ページへ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""[Meta第1日程申込URL]"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","セミナーに申し込む","[Meta第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","YouTube原文をそのまま使用。"
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","24","レビュー中","メッセージ","セミナー募集","META_SEM_10_セミナー募集_第1日程","RokpcnZILyfj","セミナー未申込・日程不可未選択・面談未予約","Meta第1日程 4日前20:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-A07（開催4日前20:00）","","【LINEメッセージ 1／text】

仕事の悩みってほとんどが人間関係だといわれています。

でも、AIエージェントを使えば不要な人間関係に悩まされず、自分らしい働き方を手に入れることができます📣

AIでひとり起業攻略法
開催日時は申込ページでご確認ください


【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""Zoomライブ・最新日程は申込ページへ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""[Meta第1日程申込URL]"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","セミナーに申し込む","[Meta第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","YouTube原文をそのまま使用。"
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","25","レビュー中","メッセージ","セミナー募集","META_SEM_10_セミナー募集_第1日程","yfZhr4eBiYca","セミナー未申込・日程不可未選択・面談未予約","Meta第1日程 3日前10:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-B01（開催3日前10:00）","","【LINEメッセージ 1／text】

あなたは指示するだけ。手を動かすのはAIエージェント。
実際にどう働いているのかをZoomライブでお見せします。🙌

開催日時は申込ページでご確認ください

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""Zoomライブ・最新日程は申込ページへ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""[Meta第1日程申込URL]"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","セミナーに申し込む","[Meta第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","YouTube原文をそのまま使用。"
"Meta広告_セミナー直行","REVIEW_METAセミナー直行_20260810","26","レビュー中","メッセージ","セミナー募集","META_SEM_10_セミナー募集_第1日程","DDbLkDS5Bs2y","セミナー未申込・日程不可未選択・面談未予約","Meta第1日程 3日前20:00（未経過時のみ）","LINE","テキスト＋ボタン","SEM-B02（開催3日前20:00）","","【LINEメッセージ 1／text】
「自分には売れるものがない」そんな方でも問題ありません。AIエージェントが考えてくれるし、作ってもくれます。😌

「え？どういうこと？」って思われるかもしれませんが、セミナーにお越しいただければ納得できます。👇

【LINEメッセージ 2／button】
{
  ""seq"": 1,
  ""type"": ""button"",
  ""alt_text"": ""【無料セミナー】AIでひとり起業攻略法"",
  ""react_type"": ""free"",
  ""react_press_again_text"": null,
  ""thumbnail_image_url"": null,
  ""title"": ""AIでひとり起業攻略法"",
  ""text"": ""Zoomライブ・最新日程は申込ページへ"",
  ""actions"": [
    {
      ""type"": ""url"",
      ""label"": ""セミナーに申し込む"",
      ""uri"": ""[Meta第1日程申込URL]"",
      ""add_label_id"": null,
      ""del_label_id"": null
    }
  ]
}","セミナーに申し込む","[Meta第1日程申込URL｜ACT-SEM-PAGE]","","","seminar_page_clicked_unregistered / seminar_main_registered / seminar_date_unavailable / offer_vsl_active / roadmap_booked / sales_in_progress / meeting_completed / sales_won / sales_stop","次の第1日程案内","第1日程開始まで。未経過の配信だけ実行。","","","本文直前（画像→本文→CTA）","","YouTube原文をそのまま使用。"
